year,grid,position,points,driver
2021,0,18.0,0.0,8
2021,17,18.0,0.0,854
2021,1,18.0,0.0,830
2021,15,18.0,0.0,853
2021,10,18.0,0.0,20
2021,19,18.0,0.0,4
2021,17,18.0,0.0,847
2021,9,19.0,0.0,4
2021,12,19.0,0.0,847
2021,20,19.0,0.0,853
2021,3,19.0,0.0,822
2021,19,19.0,0.0,840
2021,15,19.0,0.0,854
2021,10,19.0,0.0,847
2021,8,19.0,0.0,20
2021,12,19.0,0.0,840
2021,0,19.0,0.0,815
2021,14,19.0,0.0,852
2021,0,19.0,0.0,842
2021,18,19.0,0.0,849
2021,14,19.0,0.0,854
2021,11,19.0,0.0,839
2021,11,19.0,0.0,817
2021,17,19.0,0.0,849
2021,14,19.0,0.0,847
2021,18,19.0,0.0,8
2021,19,20.0,0.0,853
2021,14,20.0,0.0,849
2021,15,20.0,0.0,8
2021,16,20.0,0.0,852
2021,1,20.0,0.0,844
2021,12,20.0,0.0,839
2021,18,20.0,0.0,853
2021,6,20.0,0.0,842
2021,17,20.0,0.0,839
2021,1,20.0,0.0,830
2021,10,20.0,0.0,20
2021,19,20.0,0.0,840
2021,0,20.0,0.0,852
2021,14,20.0,0.0,854
2021,8,20.0,0.0,842
2021,17,20.0,0.0,852
2021,14,20.0,0.0,840
2021,6,20.0,0.0,822
2021,19,20.0,0.0,854
2021,20,20.0,0.0,853
2022,1,1.0,26.0,844
2022,4,1.0,25.0,830
2022,1,1.0,26.0,830
2022,3,1.0,26.0,830
2022,2,1.0,25.0,830
2022,3,1.0,25.0,815
2022,3,1.0,25.0,830
2022,1,1.0,25.0,830
2022,1,1.0,25.0,832
2022,2,1.0,25.0,844
2022,10,1.0,25.0,830
2022,14,1.0,26.0,830
2022,7,1.0,25.0,830
2022,2,1.0,25.0,815
2022,1,1.0,26.0,847
2022,3,2.0,18.0,832
2022,2,2.0,19.0,844
2022,3,2.0,18.0,815
2022,1,2.0,18.0,844
2022,5,2.0,19.0,815
2022,2,2.0,18.0,832
2022,2,2.0,19.0,815
2022,3,2.0,19.0,832
2022,4,2.0,18.0,815
2022,1,2.0,19.0,830
2022,4,2.0,18.0,1
2022,7,2.0,19.0,1
2022,2,2.0,18.0,815
2022,6,2.0,18.0,847
2022,3,2.0,18.0,1
2022,2,2.0,18.0,1
2022,3,2.0,18.0,844
2022,5,3.0,15.0,1
2022,3,3.0,15.0,832
2022,6,3.0,15.0,847
2022,5,3.0,15.0,846
2022,2,3.0,15.0,832
2022,4,3.0,15.0,847
2022,4,3.0,15.0,830
2022,5,3.0,15.0,847
2022,4,3.0,15.0,1
2022,5,3.0,16.0,1
2022,8,3.0,15.0,1
2022,1,3.0,15.0,847
2022,1,3.0,15.0,832
2022,2,3.0,15.0,844
2022,2,3.0,15.0,847
2022,4,3.0,15.0,832
2022,12,3.0,15.0,844
2022,4,3.0,15.0,815
2022,7,3.0,15.0,832
2022,2,3.0,15.0,815
2022,9,4.0,12.0,847
2022,1,4.0,12.0,815
2022,5,4.0,12.0,1
2022,11,4.0,12.0,847
2022,4,4.0,12.0,815
2022,3,4.0,12.0,832
2022,1,4.0,12.0,844
2022,7,4.0,12.0,1
2022,8,4.0,12.0,847
2022,3,4.0,12.0,844
2022,4,4.0,12.0,847
2022,3,4.0,12.0,815
2022,2,4.0,12.0,832
2022,5,4.0,12.0,847
2022,4,4.0,12.0,1
2022,18,4.0,12.0,832
2022,6,4.0,12.0,846
2022,5,4.0,12.0,839
2022,9,4.0,12.0,815
2022,2,4.0,13.0,847
2022,5,4.0,12.0,844
2022,4,4.0,12.0,832
2022,7,5.0,10.0,825
2022,6,5.0,10.0,847
2022,4,5.0,10.0,846
2022,7,5.0,10.0,822
2022,12,5.0,10.0,847
2022,6,5.0,10.0,1
2022,6,5.0,10.0,842
2022,19,5.0,10.0,844
2022,7,5.0,10.0,4
2022,6,5.0,10.0,839
2022,19,5.0,11.0,832
2022,11,5.0,10.0,815
2022,3,5.0,10.0,4
2022,5,5.0,10.0,815
2022,19,5.0,10.0,1
2022,16,5.0,10.0,817
2022,4,5.0,11.0,847
2022,5,5.0,10.0,832
2022,17,5.0,10.0,4
2022,6,6.0,8.0,822
2022,5,6.0,8.0,839
2022,7,6.0,8.0,817
2022,2,6.0,8.0,844
2022,6,6.0,8.0,1
2022,7,6.0,8.0,822
2022,5,6.0,9.0,846
2022,9,6.0,8.0,20
2022,7,6.0,8.0,839
2022,6,6.0,8.0,846
2022,9,6.0,8.0,854
2022,7,6.0,8.0,4
2022,3,6.0,8.0,844
2022,15,6.0,8.0,844
2022,13,6.0,8.0,4
2022,13,6.0,9.0,815
2022,11,6.0,8.0,840
2022,7,6.0,8.0,844
2022,3,6.0,8.0,830
2022,7,6.0,9.0,846
2022,11,7.0,6.0,839
2022,11,7.0,6.0,846
2022,8,7.0,6.0,839
2022,12,7.0,6.0,852
2022,5,7.0,6.0,822
2022,12,7.0,6.0,839
2022,7,7.0,6.0,4
2022,10,7.0,6.0,4
2022,11,7.0,6.0,822
2022,2,7.0,6.0,830
2022,10,7.0,6.0,846
2022,5,7.0,6.0,846
2022,4,7.0,6.0,846
2022,16,7.0,6.0,839
2022,7,7.0,6.0,846
2022,3,7.0,6.0,846
2022,8,7.0,6.0,830
2022,14,7.0,6.0,4
2022,11,7.0,6.0,817
2022,4,7.0,6.0,815
2022,16,8.0,4.0,852
2022,9,8.0,4.0,842
2022,12,8.0,4.0,822
2022,13,8.0,4.0,20
2022,20,8.0,4.0,839
2022,11,8.0,4.0,846
2022,8,8.0,4.0,1
2022,12,8.0,4.0,817
2022,10,8.0,4.0,855
2022,19,8.0,4.0,854
2022,7,8.0,4.0,825
2022,10,8.0,4.0,839
2022,6,8.0,4.0,4
2022,10,8.0,4.0,20
2022,3,8.0,4.0,832
2022,5,8.0,4.0,842
2022,8,8.0,4.0,847
2022,16,8.0,4.0,839
2022,14,8.0,4.0,840
2022,8,9.0,2.0,4
2022,10,9.0,2.0,825
2022,11,9.0,2.0,842
2022,8,9.0,2.0,825
2022,18,9.0,2.0,848
2022,20,9.0,2.0,4
2022,12,9.0,2.0,822
2022,11,9.0,2.0,846
2022,2,9.0,2.0,4
2022,18,9.0,2.0,20
2022,11,9.0,2.0,817
2022,9,9.0,2.0,817
2022,5,9.0,2.0,839
2022,0,9.0,2.0,842
2022,12,9.0,2.0,839
2022,8,9.0,2.0,856
2022,3,9.0,2.0,1
2022,20,9.0,2.0,849
2022,13,9.0,2.0,825
2022,8,9.0,2.0,846
2022,14,9.0,2.0,822
2022,13,9.0,2.0,817
2022,15,10.0,1.0,855
2022,15,10.0,1.0,1
2022,20,10.0,1.0,848
2022,15,10.0,1.0,840
2022,0,10.0,1.0,840
2022,13,10.0,1.0,852
2022,9,10.0,1.0,20
2022,13,10.0,1.0,839
2022,17,10.0,1.0,840
2022,17,10.0,1.0,825
2022,19,10.0,1.0,4
2022,18,10.0,1.0,20
2022,6,10.0,1.0,848
2022,10,10.0,1.0,840
2022,9,10.0,1.0,855
2022,7,10.0,1.0,842
2022,10,10.0,1.0,846
2022,19,10.0,1.0,852
2022,6,10.0,1.0,822
2022,12,11.0,0.0,854
2022,12,11.0,0.0,855
2022,14,11.0,0.0,855
2022,18,11.0,0.0,848
2022,11,11.0,0.0,4
2022,16,11.0,0.0,20
2022,17,11.0,0.0,842
2022,15,11.0,0.0,822
2022,9,11.0,0.0,817
2022,20,11.0,0.0,840
2022,0,11.0,0.0,822
2022,12,11.0,0.0,20
2022,14,11.0,0.0,840
2022,9,11.0,0.0,840
2022,11,11.0,0.0,842
2022,14,11.0,0.0,839
2022,11,11.0,0.0,817
2022,0,11.0,0.0,839
2022,14,11.0,0.0,842
2022,9,11.0,0.0,20
2022,11,11.0,0.0,852
2022,19,12.0,0.0,840
2022,17,12.0,0.0,807
2022,17,12.0,0.0,842
2022,9,12.0,0.0,852
2022,9,12.0,0.0,817
2022,10,12.0,0.0,839
2022,17,12.0,0.0,848
2022,16,12.0,0.0,20
2022,10,12.0,0.0,849
2022,15,12.0,0.0,848
2022,14,12.0,0.0,842
2022,0,12.0,0.0,842
2022,17,12.0,0.0,846
2022,17,12.0,0.0,854
2022,9,12.0,0.0,825
2022,18,12.0,0.0,855
2022,13,12.0,0.0,855
2022,15,12.0,0.0,855
2022,14,13.0,0.0,848
2022,13,13.0,0.0,840
2022,15,13.0,0.0,854
2022,14,13.0,0.0,1
2022,14,13.0,0.0,817
2022,14,13.0,0.0,842
2022,8,13.0,0.0,852
2022,12,13.0,0.0,848
2022,12,13.0,0.0,840
2022,13,13.0,0.0,848
2022,12,13.0,0.0,855
2022,0,13.0,0.0,852
2022,8,13.0,0.0,854
2022,15,13.0,0.0,822
2022,12,13.0,0.0,854
2022,13,13.0,0.0,852
2022,8,13.0,0.0,848
2022,19,13.0,0.0,848
2022,18,14.0,0.0,817
2022,16,14.0,0.0,848
2022,16,14.0,0.0,825
2022,16,14.0,0.0,839
2022,19,14.0,0.0,849
2022,10,14.0,0.0,854
2022,18,14.0,0.0,840
2022,20,14.0,0.0,854
2022,15,14.0,0.0,842
2022,13,14.0,0.0,852
2022,13,14.0,0.0,855
2022,11,14.0,0.0,822
2022,15,14.0,0.0,854
2022,18,14.0,0.0,855
2022,19,14.0,0.0,20
2022,20,14.0,0.0,852
2022,0,14.0,0.0,847
2022,18,14.0,0.0,825
2022,11,14.0,0.0,842
2022,16,14.0,0.0,20
2022,10,14.0,0.0,842
2022,17,14.0,0.0,842
2022,13,15.0,0.0,846
2022,8,15.0,0.0,822
2022,13,15.0,0.0,852
2022,0,15.0,0.0,855
2022,15,15.0,0.0,854
2022,17,15.0,0.0,840
2022,19,15.0,0.0,849
2022,18,15.0,0.0,849
2022,14,15.0,0.0,846
2022,15,15.0,0.0,839
2022,14,15.0,0.0,842
2022,17,15.0,0.0,854
2022,9,15.0,0.0,817
2022,7,15.0,0.0,817
2022,18,15.0,0.0,825
2022,10,15.0,0.0,849
2022,10,15.0,0.0,852
2022,12,15.0,0.0,822
2022,16,15.0,0.0,854
2022,20,15.0,0.0,840
2022,19,15.0,0.0,848
2022,18,15.0,0.0,822
2022,20,16.0,0.0,849
2022,7,16.0,0.0,4
2022,18,16.0,0.0,849
2022,19,16.0,0.0,849
2022,16,16.0,0.0,825
2022,20,16.0,0.0,855
2022,19,16.0,0.0,840
2022,11,16.0,0.0,842
2022,16,16.0,0.0,852
2022,16,16.0,0.0,855
2022,13,16.0,0.0,825
2022,12,16.0,0.0,825
2022,14,16.0,0.0,855
2022,17,16.0,0.0,839
2022,15,16.0,0.0,817
2022,15,16.0,0.0,854
2022,12,16.0,0.0,854
2022,17,17.0,0.0,807
2022,14,17.0,0.0,817
2022,10,17.0,0.0,4
2022,10,17.0,0.0,854
2022,0,17.0,0.0,20
2022,8,17.0,0.0,825
2022,11,17.0,0.0,852
2022,16,17.0,0.0,825
2022,5,17.0,0.0,825
2022,12,17.0,0.0,822
2022,18,17.0,0.0,20
2022,18,17.0,0.0,849
2022,17,17.0,0.0,848
2022,19,17.0,0.0,854
2022,17,17.0,0.0,817
2022,4,17.0,0.0,817
2022,18,17.0,0.0,848
2022,15,17.0,0.0,854
2022,17,17.0,0.0,849
2022,19,17.0,0.0,825
2022,0,17.0,0.0,852
2022,4,18.0,0.0,815
2022,18,18.0,0.0,849
2022,2,18.0,0.0,830
2022,6,18.0,0.0,817
2022,7,18.0,0.0,842
2022,18,18.0,0.0,848
2022,16,18.0,0.0,848
2022,14,18.0,0.0,855
2022,20,18.0,0.0,852
2022,8,18.0,0.0,847
2022,3,18.0,0.0,832
2022,20,18.0,0.0,825
2022,19,18.0,0.0,849
2022,11,18.0,0.0,849
2022,20,18.0,0.0,849
2022,12,18.0,0.0,840
2022,5,18.0,0.0,4
2022,17,18.0,0.0,842
2022,5,18.0,0.0,840
2022,6,18.0,0.0,846
2022,5,18.0,0.0,1
2022,2,19.0,0.0,830
2022,19,19.0,0.0,852
2022,17,19.0,0.0,20
2022,9,19.0,0.0,4
2022,8,19.0,0.0,846
2022,15,19.0,0.0,855
2022,15,19.0,0.0,854
2022,1,19.0,0.0,844
2022,6,19.0,0.0,854
2022,9,19.0,0.0,855
2022,17,19.0,0.0,849
2022,16,19.0,0.0,852
2022,13,19.0,0.0,822
2022,16,19.0,0.0,822
2022,6,19.0,0.0,4
2022,19,19.0,0.0,849
2022,3,19.0,0.0,832
2022,7,19.0,0.0,822
2022,8,19.0,0.0,825
2022,20,19.0,0.0,849
2022,10,20.0,0.0,842
2022,0,20.0,0.0,854
2022,9,20.0,0.0,832
2022,4,20.0,0.0,832
2022,17,20.0,0.0,855
2022,1,20.0,0.0,844
2022,13,20.0,0.0,825
2022,13,20.0,0.0,815
2022,16,20.0,0.0,848
2022,5,20.0,0.0,815
2022,8,20.0,0.0,852
2022,8,20.0,0.0,822
2022,4,20.0,0.0,1
2022,9,20.0,0.0,852
2022,11,20.0,0.0,20
2022,14,20.0,0.0,855
2022,1,20.0,0.0,832
2022,13,20.0,0.0,852
2022,11,20.0,0.0,817
2022,10,20.0,0.0,4
2023,1,1.0,25.0,830
2023,1,1.0,25.0,815
2023,3,1.0,25.0,815
2023,9,1.0,26.0,830
2023,1,1.0,26.0,830
2023,2,1.0,26.0,830
2023,6,1.0,25.0,830
2023,2,1.0,25.0,830
2023,1,1.0,25.0,832
2023,3,1.0,25.0,830
2023,2,2.0,18.0,815
2023,15,2.0,19.0,830
2023,3,2.0,18.0,1
2023,2,2.0,18.0,830
2023,1,2.0,18.0,815
2023,2,2.0,18.0,4
2023,4,2.0,18.0,1
2023,2,2.0,18.0,844
2023,2,2.0,18.0,846
2023,3,2.0,18.0,846
2023,5,2.0,19.0,4
2023,5,2.0,18.0,815
2023,4,2.0,18.0,846
2023,6,2.0,18.0,857
2023,6,2.0,19.0,1
2023,6,2.0,19.0,846
2023,1,2.0,18.0,844
2023,5,3.0,15.0,4
2023,2,3.0,15.0,4
2023,4,3.0,15.0,4
2023,1,3.0,15.0,844
2023,3,3.0,15.0,839
2023,12,3.0,15.0,847
2023,3,3.0,15.0,1
2023,15,3.0,15.0,815
2023,7,3.0,15.0,1
2023,9,3.0,15.0,815
2023,12,3.0,15.0,842
2023,1,3.0,15.0,832
2023,5,3.0,16.0,1
2023,2,3.0,15.0,857
2023,10,3.0,15.0,846
2023,4,3.0,15.0,832
2023,11,3.0,15.0,815
2023,4,3.0,15.0,847
2023,4,4.0,12.0,832
2023,3,4.0,12.0,847
2023,6,4.0,12.0,840
2023,6,4.0,12.0,4
2023,6,4.0,12.0,847
2023,5,4.0,13.0,1
2023,11,4.0,12.0,815
2023,10,4.0,12.0,844
2023,4,4.0,12.0,846
2023,3,4.0,12.0,857
2023,1,4.0,12.0,1
2023,3,4.0,13.0,1
2023,7,4.0,12.0,815
2023,3,4.0,12.0,844
2023,4,4.0,12.0,844
2023,2,4.0,12.0,847
2023,9,4.0,12.0,815
2023,2,4.0,12.0,832
2023,16,4.0,12.0,839
2023,7,5.0,10.0,1
2023,0,5.0,11.0,815
2023,4,5.0,10.0,832
2023,3,5.0,10.0,832
2023,8,5.0,10.0,847
2023,2,5.0,10.0,832
2023,11,5.0,10.0,832
2023,7,5.0,10.0,4
2023,6,5.0,10.0,847
2023,4,5.0,10.0,857
2023,9,5.0,10.0,4
2023,6,5.0,10.0,832
2023,4,5.0,10.0,847
2023,11,5.0,10.0,830
2023,5,5.0,10.0,844
2023,5,5.0,10.0,847
2023,17,5.0,10.0,846
2023,3,5.0,10.0,840
2023,19,5.0,10.0,840
2023,5,5.0,10.0,846
2023,8,6.0,8.0,840
2023,4,6.0,8.0,832
2023,13,6.0,8.0,846
2023,5,6.0,8.0,1
2023,13,6.0,8.0,1
2023,6,6.0,8.0,844
2023,5,6.0,8.0,840
2023,12,6.0,9.0,815
2023,3,6.0,8.0,832
2023,15,6.0,8.0,815
2023,18,6.0,8.0,847
2023,8,6.0,8.0,847
2023,8,6.0,8.0,1
2023,12,6.0,8.0,842
2023,6,6.0,8.0,832
2023,4,6.0,8.0,4
2023,7,6.0,8.0,842
2023,7,6.0,8.0,832
2023,12,6.0,8.0,832
2023,3,6.0,8.0,857
2023,6,7.0,6.0,847
2023,12,7.0,6.0,844
2023,10,7.0,6.0,807
2023,9,7.0,6.0,840
2023,7,7.0,6.0,844
2023,7,7.0,6.0,842
2023,8,7.0,6.0,4
2023,9,7.0,6.0,848
2023,11,7.0,6.0,847
2023,9,7.0,6.0,4
2023,6,7.0,6.0,844
2023,7,7.0,6.0,846
2023,2,7.0,6.0,846
2023,6,7.0,6.0,848
2023,17,7.0,6.0,857
2023,8,7.0,6.0,847
2023,8,7.0,6.0,839
2023,0,7.0,6.0,840
2023,4,7.0,6.0,817
2023,15,7.0,6.0,842
2023,10,7.0,6.0,1
2023,7,7.0,6.0,4
2023,12,8.0,4.0,822
2023,6,8.0,4.0,839
2023,16,8.0,4.0,857
2023,11,8.0,5.0,847
2023,5,8.0,4.0,842
2023,4,8.0,4.0,832
2023,5,8.0,4.0,1
2023,8,8.0,4.0,848
2023,11,8.0,4.0,832
2023,14,8.0,4.0,839
2023,4,8.0,4.0,848
2023,9,8.0,4.0,846
2023,13,8.0,4.0,815
2023,10,8.0,4.0,4
2023,9,8.0,4.0,822
2023,11,8.0,5.0,852
2023,7,8.0,4.0,857
2023,3,8.0,4.0,847
2023,6,8.0,4.0,852
2023,20,9.0,2.0,842
2023,9,9.0,2.0,842
2023,17,9.0,2.0,855
2023,7,9.0,2.0,846
2023,8,9.0,2.0,839
2023,10,9.0,2.0,846
2023,13,9.0,2.0,855
2023,16,9.0,2.0,840
2023,6,9.0,2.0,840
2023,4,9.0,2.0,844
2023,8,9.0,2.0,4
2023,10,9.0,2.0,840
2023,8,9.0,2.0,857
2023,10,9.0,2.0,4
2023,10,9.0,2.0,859
2023,14,9.0,2.0,839
2023,19,9.0,2.0,855
2023,15,9.0,2.0,848
2023,14,9.0,2.0,848
2023,16,9.0,2.0,852
2023,9,9.0,2.0,4
2023,11,9.0,2.0,1
2023,15,10.0,1.0,848
2023,13,10.0,1.0,825
2023,12,10.0,1.0,852
2023,8,10.0,1.0,852
2023,4,10.0,1.0,825
2023,11,10.0,1.0,857
2023,10,10.0,1.0,842
2023,14,10.0,1.0,822
2023,9,10.0,1.0,842
2023,5,10.0,1.0,832
2023,14,10.0,1.0,840
2023,11,10.0,1.0,852
2023,16,10.0,1.0,839
2023,6,10.0,1.0,825
2023,12,10.0,1.0,842
2023,0,10.0,1.0,815
2023,16,10.0,1.0,858
2023,15,10.0,1.0,839
2023,14,10.0,1.0,839
2023,18,10.0,2.0,857
2023,13,10.0,1.0,840
2023,14,11.0,0.0,852
2023,16,11.0,0.0,852
2023,0,11.0,0.0,822
2023,10,11.0,0.0,857
2023,17,11.0,0.0,852
2023,15,11.0,0.0,822
2023,19,11.0,0.0,844
2023,8,11.0,0.0,857
2023,10,11.0,0.0,848
2023,14,11.0,0.0,858
2023,16,11.0,0.0,848
2023,12,11.0,0.0,842
2023,11,11.0,0.0,840
2023,12,11.0,0.0,859
2023,14,11.0,0.0,848
2023,11,11.0,0.0,859
2023,16,11.0,0.0,840
2023,0,11.0,0.0,807
2023,11,11.0,0.0,842
2023,19,11.0,0.0,858
2023,4,11.0,0.0,842
2023,15,11.0,0.0,817
2023,16,12.0,0.0,858
2023,10,12.0,0.0,807
2023,5,12.0,0.0,832
2023,12,12.0,0.0,848
2023,18,12.0,0.0,840
2023,12,12.0,0.0,856
2023,15,12.0,0.0,852
2023,15,12.0,0.0,842
2023,17,12.0,0.0,855
2023,20,12.0,0.0,822
2023,7,12.0,0.0,822
2023,13,12.0,0.0,822
2023,14,12.0,0.0,807
2023,7,12.0,0.0,857
2023,0,12.0,0.0,855
2023,9,12.0,0.0,852
2023,7,12.0,0.0,842
2023,18,12.0,0.0,852
2023,11,12.0,0.0,807
2023,5,12.0,0.0,848
2023,12,12.0,0.0,839
2023,17,13.0,0.0,825
2023,11,13.0,0.0,855
2023,9,13.0,0.0,842
2023,16,13.0,0.0,825
2023,10,13.0,0.0,822
2023,19,13.0,0.0,855
2023,9,13.0,0.0,857
2023,7,13.0,0.0,846
2023,18,13.0,0.0,858
2023,11,13.0,0.0,807
2023,13,13.0,0.0,817
2023,17,13.0,0.0,855
2023,19,13.0,0.0,859
2023,15,13.0,0.0,858
2023,9,13.0,0.0,807
2023,13,13.0,0.0,848
2023,12,13.0,0.0,855
2023,12,13.0,0.0,807
2023,17,13.0,0.0,817
2023,8,13.0,0.0,825
2023,10,13.0,0.0,842
2023,19,14.0,0.0,856
2023,18,14.0,0.0,856
2023,11,14.0,0.0,839
2023,17,14.0,0.0,842
2023,11,14.0,0.0,848
2023,13,14.0,0.0,848
2023,14,14.0,0.0,856
2023,19,14.0,0.0,852
2023,12,14.0,0.0,839
2023,12,14.0,0.0,840
2023,10,14.0,0.0,807
2023,15,14.0,0.0,848
2023,18,14.0,0.0,822
2023,16,14.0,0.0,855
2023,18,14.0,0.0,858
2023,18,14.0,0.0,807
2023,18,14.0,0.0,825
2023,0,14.0,0.0,825
2023,10,14.0,0.0,855
2023,10,14.0,0.0,857
2023,14,14.0,0.0,817
2023,14,14.0,0.0,848
2023,10,15.0,0.0,807
2023,8,15.0,0.0,857
2023,15,15.0,0.0,856
2023,0,15.0,0.0,839
2023,12,15.0,0.0,807
2023,9,15.0,0.0,852
2023,7,15.0,0.0,807
2023,5,15.0,0.0,807
2023,14,15.0,0.0,822
2023,17,15.0,0.0,855
2023,17,15.0,0.0,852
2023,16,15.0,0.0,825
2023,17,15.0,0.0,842
2023,7,15.0,0.0,4
2023,15,15.0,0.0,825
2023,11,15.0,0.0,852
2023,14,15.0,0.0,817
2023,9,15.0,0.0,822
2023,8,15.0,0.0,847
2023,8,15.0,0.0,807
2023,13,16.0,0.0,855
2023,20,16.0,0.0,858
2023,18,16.0,0.0,858
2023,14,16.0,0.0,858
2023,14,16.0,0.0,855
2023,20,16.0,0.0,815
2023,18,16.0,0.0,848
2023,20,16.0,0.0,855
2023,13,16.0,0.0,857
2023,16,16.0,0.0,852
2023,5,16.0,0.0,855
2023,19,16.0,0.0,817
2023,0,16.0,0.0,825
2023,20,16.0,0.0,840
2023,2,16.0,0.0,847
2023,13,16.0,0.0,848
2023,14,16.0,0.0,807
2023,0,16.0,0.0,4
2023,19,16.0,0.0,858
2023,18,16.0,0.0,822
2023,6,16.0,0.0,858
2023,11,17.0,0.0,846
2023,19,17.0,0.0,846
2023,14,17.0,0.0,825
2023,0,17.0,0.0,807
2023,16,17.0,0.0,846
2023,18,17.0,0.0,807
2023,3,17.0,0.0,846
2023,13,17.0,0.0,825
2023,0,17.0,0.0,856
2023,18,17.0,0.0,856
2023,19,17.0,0.0,825
2023,18,17.0,0.0,858
2023,3,17.0,0.0,847
2023,13,17.0,0.0,807
2023,16,17.0,0.0,822
2023,0,17.0,0.0,858
2023,17,17.0,0.0,859
2023,10,17.0,0.0,857
2023,0,17.0,0.0,840
2023,20,17.0,0.0,855
2023,7,17.0,0.0,822
2023,19,17.0,0.0,855
2023,9,18.0,0.0,839
2023,14,18.0,0.0,822
2023,2,18.0,0.0,847
2023,13,18.0,0.0,822
2023,15,18.0,0.0,856
2023,16,18.0,0.0,858
2023,17,18.0,0.0,825
2023,17,18.0,0.0,856
2023,0,18.0,0.0,825
2023,10,18.0,0.0,842
2023,20,18.0,0.0,858
2023,0,18.0,0.0,807
2023,15,18.0,0.0,855
2023,19,18.0,0.0,825
2023,8,18.0,0.0,839
2023,17,18.0,0.0,840
2023,15,18.0,0.0,858
2023,13,18.0,0.0,4
2023,12,18.0,0.0,825
2023,20,18.0,0.0,852
2023,16,18.0,0.0,832
2023,3,19.0,0.0,844
2023,17,19.0,0.0,848
2023,8,19.0,0.0,848
2023,15,19.0,0.0,855
2023,19,19.0,0.0,857
2023,17,19.0,0.0,825
2023,16,19.0,0.0,822
2023,4,19.0,0.0,847
2023,16,19.0,0.0,852
2023,19,19.0,0.0,825
2023,12,19.0,0.0,839
2023,4,19.0,0.0,832
2023,9,19.0,0.0,844
2023,18,19.0,0.0,839
2023,15,19.0,0.0,852
2023,5,19.0,0.0,815
2023,3,19.0,0.0,1
2023,16,19.0,0.0,825
2023,13,19.0,0.0,848
2023,13,19.0,0.0,807
2023,18,19.0,0.0,822
2023,18,20.0,0.0,857
2023,5,20.0,0.0,840
2023,7,20.0,0.0,844
2023,18,20.0,0.0,856
2023,20,20.0,0.0,858
2023,14,20.0,0.0,840
2023,18,20.0,0.0,858
2023,8,20.0,0.0,807
2023,13,20.0,0.0,839
2023,15,20.0,0.0,842
2023,5,20.0,0.0,857
2023,10,20.0,0.0,858
2023,11,20.0,0.0,852
2023,0,20.0,0.0,840
2023,16,20.0,0.0,822
2023,12,20.0,0.0,832
2023,1,20.0,0.0,844
2023,5,20.0,0.0,815
2023,0,20.0,0.0,844
2023,15,20.0,0.0,846
2023,17,20.0,0.0,825
2024,1,1.0,26.0,830
2024,1,1.0,25.0,830
2024,2,1.0,25.0,832
2024,5,1.0,25.0,846
2024,1,1.0,25.0,844
2024,2,1.0,25.0,830
2024,3,1.0,25.0,847
2024,2,1.0,25.0,1
2024,2,1.0,25.0,857
2024,3,1.0,25.0,1
2024,1,1.0,26.0,846
2024,4,1.0,25.0,844
2024,1,1.0,25.0,846
2024,1,1.0,25.0,832
2024,17,1.0,26.0,830
2024,1,1.0,25.0,847
2024,5,2.0,18.0,815
2024,3,2.0,18.0,815
2024,4,2.0,19.0,844
2024,2,2.0,18.0,815
2024,4,2.0,18.0,846
2024,1,2.0,18.0,830
2024,2,2.0,18.0,846
2024,2,2.0,18.0,857
2024,3,2.0,18.0,846
2024,1,2.0,19.0,846
2024,7,2.0,18.0,857
2024,4,2.0,18.0,830
2024,1,2.0,18.0,846
2024,5,2.0,18.0,857
2024,2,2.0,18.0,830
2024,1,2.0,18.0,844
2024,3,2.0,18.0,832
2024,4,2.0,18.0,839
2024,10,2.0,18.0,1
2024,5,2.0,18.0,844
2024,4,3.0,15.0,832
2024,2,3.0,16.0,844
2024,3,3.0,15.0,846
2024,2,3.0,15.0,815
2024,2,3.0,15.0,844
2024,3,3.0,15.0,844
2024,3,3.0,15.0,832
2024,1,3.0,15.0,847
2024,3,3.0,15.0,1
2024,5,3.0,15.0,1
2024,1,3.0,15.0,844
2024,6,3.0,15.0,844
2024,1,3.0,16.0,846
2024,5,3.0,15.0,847
2024,5,3.0,15.0,857
2024,2,3.0,15.0,830
2024,4,3.0,16.0,844
2024,13,3.0,15.0,842
2024,2,3.0,15.0,832
2024,4,3.0,15.0,857
2024,19,3.0,15.0,844
2024,2,4.0,12.0,844
2024,5,4.0,12.0,857
2024,8,4.0,12.0,844
2024,6,4.0,12.0,844
2024,4,4.0,12.0,815
2024,4,4.0,12.0,846
2024,7,4.0,13.0,1
2024,4,4.0,12.0,847
2024,5,4.0,12.0,1
2024,11,4.0,12.0,830
2024,3,4.0,12.0,857
2024,5,4.0,12.0,832
2024,15,4.0,13.0,846
2024,1,4.0,12.0,846
2024,6,4.0,12.0,1
2024,2,4.0,12.0,847
2024,4,4.0,12.0,844
2024,1,4.0,12.0,847
2024,16,4.0,12.0,1
2024,3,5.0,10.0,847
2024,4,5.0,10.0,4
2024,6,5.0,10.0,815
2024,3,5.0,10.0,846
2024,7,5.0,10.0,832
2024,3,5.0,10.0,832
2024,4,5.0,10.0,832
2024,5,5.0,10.0,847
2024,4,5.0,10.0,857
2024,5,5.0,10.0,844
2024,1,5.0,10.0,830
2024,7,5.0,11.0,832
2024,3,5.0,10.0,830
2024,4,5.0,10.0,846
2024,10,5.0,10.0,832
2024,6,5.0,10.0,1
2024,6,5.0,10.0,830
